Argument1,Argument2,Label
@PA Phase down not phase out. #CopOut26 On THEIR watch.🌍🔥💣 #COP26Glasgow @GretaThunberg @AlokSharma_RDG @10DowningStreet @BorisJohnson #InsulateBritain @ExtinctionR @GreenpeaceUK  Pulse IS weak🪦🤦🏻‍♂️,"National Highways are claiming £91,000 in costs. They’re trying to bankrupt them. Some of these activists have been on universal credit - but the government don’t care.

My love to the @InsulateLove 9

#insulatebritain",1
"Jailing Climate Activists? I look forward to the pictures of the Judge swimming away from court and the irate, angry men and women from Purley stranded in their SUVs. #InsulateBritain","The Home Secretary was quoted as saying : “We will not stand by while these reckless and selfish criminals disrupt the freedoms and livelihoods of hard-working people.”
Yes #InsulateBritain  you have to become an MP to get away with that",1
"(1/2) The only people #InsulateBritain are upsetting are the ones majorly contributing 2 the #environmental crisis they're fighting against - DRIVERS!
YES there may be a better way to make their point. But then theres also a better way to make peace than murdering people in wars.","When extreme weather, crop failure and severe floods hit the UK in the years to come—as we're told they will—some MPs may wish they'd engaged with activists about the solutions to global warming; solutions like insulating Britain's leaking buildings. #InsulateBritain https://t.co/6IUKQdbtyW",1
"Think she needs the dwp to look at her disability benefits Disabled but able to sit on cold roads and glue herself to tarmac...🤭 whoops 
@danwootton @GBNEWS @DWP @DominiqueTaegon #InsulateBritain","#InsulateBritain protestors claim ""Insulation costs thousands of pounds.""

They are lying to you.

£22.50 per roll. 

I manage a few houses, five of these will insulate one loft of that size.

That's £112.50.

Even if the house is four times larger, it still only costs £450. https://t.co/LwGtW949s2",1
9 #InsulateBritain virtue signallers to provide fresh meat - free of charge - to prisoners over the Xmas Festive period. Stuffing optional ?,"My timetable is more or less
blank tomorrow so I'm heading
to London to support 9 people 
who’re being sentenced for
such a disgusting crime:
Asking our government to
save lives by taking a simple
first step on tackling the
Climate Emergency, which would be to #InsulateBritain",0
"@WalkAbingdon And all the while the planet burns and those who did the least are affected the most... Losing their homes, their livelihoods, their lives. #ActNow #ExtinctionRebellion #InsulateBritain #directaction #riseup #ClimateJustice #LossAndDamage #endfossilfuelsnow",#Incarceratebritain has a better ring to it than #insulatebritain 🤣,0
"#insulatebritain let’s hope every one of these terrorists goes to jail. They tried to bring the country to its knees and now they must pay by sacrificing their liberty. 
 https://t.co/rPFdqIcy5A","""It's SO unfair that I'm going to jail, just because I broke the law! I'm a middle-class lefty person. I shouldn't have to be in the same space as a bunch of ghastly ordinary people. This is a breach of my human rights! Don't they realize how SPECIAL I am?"" #InsulateBritain",1
"@B_W_Marshall @MansonLll #InsulateBritain 

As we are approaching the Christmas Season &amp; whilst your protesters are spending time in prison. https://t.co/3066YMYkNB","Dear #insulatebritain loonies 

Top Tip 

Don’t pick up the soap when in the shower. 

(No need to thank me)",1
"It's incredible that Insulate Britain's delusional campaign has actually turned a very pro-green British public against them. How could they have got it so wrong, absolute imbeciles. #InsulateBritain","@Humdiha Fortunately, today's ruling gives hope to us all that the law is not an ass.
The Thug 9 from #InsulateBritain have been given the prison sentences they deserve.
#ClimateCrisis #EcologicalEmergency #InsulateBritain",1
"@OliverDowden @Conservatives People are violently angry when #InsulateBritain supposedly might hold up one ambulance. Where's that same anger at our corrupt government that has run down the #NHS to the extent that THIS is happening? 
Don't be duped by the right-wing billionaire media
https://t.co/eznTL22DkM",The alternatives to not insulating Britain and locking the the protesters up look optimistic! #InsulateBritain https://t.co/WIR0TlXJx4,1
"If you don't break the law #InsulateBritain  then you need not fear jail... Oh, wait...",@revoltinghippie Much love &amp; solidarity to the heroic H9. Time to rise up and force our so-called leaders to tackle the climate crisis - before it's too late #InsulateBritain #ExtinctionRebellion,0
PM confirms regulations won’t come in until 2025 to #InsulateBritain ! #PMQs today,"@GreenPartyMolly ""is this really what our prisons are for?""
For protecting the public from such reckless thugs?
Absolutely!
#InsulateBritain",0
"Today at High Court in London nine ordinary people from Insulate Britain face trial for breaking the M25 injunction. How absurd it would be to fine and lock up those who challenge the Government to do its job and  #InsulateBritain

https://t.co/HnS1lAIJkT https://t.co/28Rv7aK2Eu","@MPGeorgeEustice Minister, Residential properties are responsible for between 17-21% of energy-related carbon emissions globally. Solutions are available, implement them #InsulateBritain #heatpumps triple glazing QUICKWIN #ClimateActionNow",1
Oh get over yourselves. You’ve caused nothing but trouble &amp; heartache to the wider public &amp; have shown no remorse for it. They deserve to go to prison for what they did &amp; all of you deserve nothing but contempt #shameful #insulatebritain #M25 https://t.co/bgzLyajss5,"Modern insulation would solve the majority of energy issues in the UK.

The reason it doesn’t get promoted or standardised is @Conservatives are a party of Landlords and Energy Company shareholders.

#InsulateBritain tactics may be stupid; but the campaign matters. https://t.co/6vBvQ16lxd",1
@pritipatel There won’t be any freedoms when the world is too hot to live on… but let’s just think of the next election instead of the future of the planet. #InsulateBritain,"Gaoled, hunger striking #InsulateBritain activist drove equivalent of 3¼ times around the world.
“For me, visiting wilderness areas in the world is always a personal highlight.”
Adventurous Weymouth couple take on 51 countries in 858 days https://t.co/ClOyAXdrMQ",0
"@standardnews #InsulateBritain activists SHould face jail for breaching injunctions designed to prevent disruptive protests.

Fixed that for you.",I presume they are being jailed in padded cells as 1. They are clearly all bonkers and 2. They like to be well insulated. #InsulateBritain https://t.co/4qrLjQVidF,1
"@novaramedia @BlythBrentnall Another journalist bleating ""oh of course we all agree with #InsulateBritain's aims but we oppose their methods"" ....","Hysterical #insulateBritain with dodgy predictions are rightly jailed.
They will quickly realise that breaking the law, with jail as the outcome, is a dreadful experience.
I just hope someone in there educates them on alternative scientific thought &amp; that nothing has been proven.",0
Who’s home? Petition to reduce the use of bird deterrents on buildings. #InsulateBritain #BanBirdNetting #Nature https://t.co/rCHe8dtgLp via @UKChange,"@rachaelvenables @LBC #InsulateBritain - not so cocky now.

#London 

https://t.co/bF0VPUYU1p",0
"https://t.co/DnUDheESI6 
Anyone know anything about this bunch of eccentrics? Came across their group on a mooch through Facebook - a guy had added a laughing emoji to a #InsulateBritain post because a protestor went to prison (probably for Christmas). Nice - but he wasn't alone.","@SatyaRobyn @InsulateLove @XRebellionUK Prisons are filled with people who have friend willing to claim they are ""lovely"".
The goons from #InsulateBritain deserve to join them in prison.
#ClimateCrisis",1
"#insulatebritain oh well at least it’s one less mouth for the taxpayer to feed.
 https://t.co/FNMlGGuidG","We have attracted an enornous amount of media interest and we have started thousands of conversations, in the press, on social media and in homes up and down the country.

#InsulateBritain #SaveLives #GetOnWithTheJob #EndFuelPoverty https://t.co/JzGENnvJ5V",0
"@bencsmoke @JKSteinberger Heroes for out times. In years to come people will look back and wonder how we could have been so stupid. One day there will be statues of the Motorway 9, #InsulateBritain",#InsulateBritain Pity the 9 weren't given much longer sentences. Keep them in prison for at least 3 years. Paul in Oxford.,1
@pritipatel I will take away your Freedom of Movement but will ensure that peaceful protesters trying to highlight problems in this country are imprisoned.  #COP26Glasgow #InsulateBritain,"🌍💚💙🌎💚💙🌏⚖️⏰
#EndFossilFuels #insanity #PollutersPay #EndFossilFinanceChaos With @topnigel being a UN High Level Climate Action Champion @COP26 do good + influence UK @10DowningStreet @BorisJohnson @michaelgove @luhc to #RaceToZero, support British people, #InsulateBritain https://t.co/GJtYb8Gn8R",1
This bloke is going to have a tough time in prison banged up with Gary Glitter. #InsulateBritain https://t.co/PB2RWKQqo7,@GMB more #insulatebritain sh1te,1
"So in the UK, a climate protestor blocking the road (#InsulateBritain) is more likely to go to jail than a man who has committed sexual assault?",Happy Christmas to all the #InsulateBritain Clowns sent to jail today! Perhaps you could protest at the jail and have them turn off the heating 🤡 https://t.co/KpBKUlNrnM,0
9 #InsulateBritain mob jailed today 🤣🤣🤣🤣 #justice,"(3/3) Though if their current behaviour is love then please spare me from their version of hate.

#InsulateBritain #insulatebritainloonies #humor #funny #humorous",1
"#JeremyVine when there is mass migration due to climate change, ask this question again.... I bet your callers will be shouting about why we didn't do enough to stop it.
#InsulateBritain","@RealMediaGB Yes, in the face of a few greedy politicians, this ruling against the selfish Thug 9 from #InsulateBritain does give us good reason to believe that democracy and justice are both alive and very much well here in the UK in 2021.",0
"@grantshapps @NationalHways You know what would REALLY be ‘Excellent news’? 

Your government preventing 8,500 deaths from fuel poverty this winter.

How about saving pensioners lives rather than imprisoning them?

How about protecting young people’s futures instead of imprisoning them?

#InsulateBritain",I hope they now have criminal records #InsulateBritain https://t.co/egPE9HiZO0,0
@MetroUK fixed it for you lads. Bunch of incels indeed #InsulateBritain https://t.co/jpy9Dx0yUu,I absolutely get that we need change #ClimateCrisis but #InsulateBritain are not helping the cause. @GeorgeMonbiot becoming very emotional on @GMB - let’s educate not create hate. #GMB https://t.co/el9DaqXEUg,1
"Break the law,reap the rewards,simple as that,don’t block roads then you don’t go to jail #InsulateBritain https://t.co/SEFPNLn6cH","Our thoughts are with all 9 who were sentenced today for simply asking the government to act on their own policies.

#insulatebritain
#betrayedbymygovernment
#betrayedbyboris https://t.co/TAIKWn5uvg",0
"This morning a female High Court Judge, who has the Suffragettes to thank for her rightful Judicial Office, imprisoned 9 #InsulateBritain Protestors for Civil Disobedience #ClimateEmergency🚨#ClimateMartyrs https://t.co/fEntxz5uZ5",Criminals. Good luck getting a job when you come out. Oh hang on a minute none of you have jobs 🤣🤣 #InsulateBritain,0
"Busy in the Centre today! 

Danny, one of our visitors was rocking the up cycled look, his bag used to be a suit! 

Visitors Diana and Christine were excited to find some packaging that they will reuse for insulation! 

#reuse #zerowaste #InsulateBritain #oneplanetliving https://t.co/yc1bPUejdo","@KeysGeoff @Jontafkasi @KateM45 Ridiculous comment. The original point is about a government that cares little or nothing about the poor, the sick, and all those whose futures are threatened by the climate emergency. Politicians who are guilty as hell but won't be put in jail. #InsulateBritain",1
"@GMB #InsulateBritain are not bright.  Stop 1000s of cars and trucks in ""protest"". Those driver would've started their vehicles to keep warm. In doing so polluting the air in a confined spot. So during that time #InsulateBritain  caused more pollution themselves.","Emma #InsulateBritain supporter just read her mitigation statement at Royal Courts of Justice. Those who were in court cheered after her she was finished. Part 2

@InsulateLove https://t.co/NyBgxejJ0D",0
Good - At least it will save some taxpayers money on food - #InsulateBritain https://t.co/4Sw9QAw5DR,While our world burns we fail to insulate houses. The poorest continue to suffer from greater energy insecurity as we fail to insulate our houses. Yet when brave citizens protest we attack those who highlight this hypocrisy. #InsulateBritain https://t.co/YdX0JjYKA7,0
"Insulate Britain woman's husband, Andy Smith, on #JeremyVine trying to justify why she's gone to jail. We all think they're twats, mate. Of course, Yasmin compares this to the Suffragettes.
#InsulateBritain https://t.co/v2iQ52QYJz",Excellent news. #InsulateBritain activist jailed for blocking M25 declares hunger strike.  https://t.co/mJCKGTuFu9,1
@GMB I’m absolutely floored at this #insulateBritain fool pretending to cry! Someone dying due to these idiot roadblocks is worth crying for. Fool!!,"Alice Hardy, Partner in our @HJAcivillibs team looks at the legal issues surrounding the injunctions against #InsulateBritain protesters, the numerous ways in which they infringed the right of protest &amp; the amendments the court made to them yesterday: 

https://t.co/yfmPrRu89o",1
"Fantastic news 👏🏻 

I have refused for a while now to give air time to the antics of #InsulateBritain

Moronic, criminal, selfish behaviour. 

Tonight tho, I am looking forward to discussing the jailing of some of them. Something which in my mind, is very long overdue. https://t.co/OXneE4so5t","@GBNEWS #InsulateBritain protesters go to prison for principles
  Boris Johnson who has no principles or morals  gets away with it !",0
@James_J_Marlow To compare what they believe in or may be going throughout to something as horrific as The Holocaust (genocide) really does make my blood boil. I’m one for freedom of speech and all that but surely enough is enough?! @SkyNews @GMB @BBCNews #insulatebritain,@KodaScott1 @BlacknBritish1 @Wommando @UKParliament What kind of society sentences people to six months in prison for sitting in the road? #InsulateBritain,0
"I still haven't had the opportunity to run over an #InsulateBritain protester that's glued themselves to the road.

What am I doing wrong?",Tarquin and Penelope are going to love prison life. #InsulateBritain https://t.co/6YCUzO9JIY,1
@StuartWeinstoc1 @SiobhanBenita Groups like #ExtinctionRebellion and #InsulateBritain are so just that their fans like @SiobhanBenita need to lie about them all the time.,@GMB #InsulateBritain turning on the waterworks 🤔 get a grip.,1
"🌍💚💙🌎💚💙🌏⚖️⏰🚩
Thank you @GeorgeMonbiot #InsulateBritain 👏👏👏 
@GMB #EndFossilFinanceChaos #EndFossilFuels 1.5Cmax #uninhabitable @CarbonBrief #PollutionAndPolitics #floods #wildfires #hurricanes #famine #CropFailures #SDGs @Oxfam @LossandDamage #PolluterPays #ExxonKnew🛢️ https://t.co/GPj3xdMSXv","She’ll also find out how insulated our prisons are. 
#insulateBritain #GetAJob 

Insulate Britain activist jailed for blocking M25 declares hunger strike https://t.co/tflqrSlWPC",0
"They’ll be helping big Frank keep warm tonight.
#insulatebritain","People gloating at #insulatebritain might want to read this thread from scientists warning our kids face the collapse of human civilisation. Here, scientist Sir David King agrees billions could die because of climate change within 80 years https://t.co/M1yceUZytT https://t.co/TYvxZoUxHt",0
"Why would #InsulateBritain protesters say and do this, below? Because the public do not understand what is going to happen to our children: https://t.co/2RpSUI5mld https://t.co/XDoTJWiaNQ","Listen, violence is never the answer… but all these #InsulateBritain people do kinda deserve some violence.",0
@BBCRadioWales WHY do you give the terrorists from #InsulateBritain airtime? Utterly disgusting. What next?  A fair hearing and free PR for the Taliban or neo-nazis?,"In tears. Solidarity with the #InsulateBritain 9.

We shall overcome
We shall overcome
We shall overcome... some day.

https://t.co/XSWusUBhLt",0
"Now #InsulateBritain protesters have been banged up we’ll now see who the real activists are with a conviction to their cause and the middle class bores who think they’re Che Guevara for gluing themselves to the M25, when the outcome is prison time with Harry the Hatchet. 🪓","I got stopped today on the Precinct by some #InsulateBritain canvassers. They asked me what am I doing for the environment, I said I'm having a vasectomy",1
".@GOVUK JUN 2020: ""The government will build back better, build back greener, build back faster""

MAR 2021: Scrapped and withdrew remaining funds from 'Green Homes Grant' home insulation programme (over £1bn)

#COP26 #InsulateBritain","Good news but sadly, why did this take so long? And the sentences are far too short..  Hopefully more cases soon. #InsulateBritain https://t.co/lDJrgLqyfe",0
@InsulateLove what you Didlos up to today then #freaks #InsulateBritain #ClimateCrisis,@Mdreadedtwit The reckless thugs from #InsulateBritain are certainly more selfish. And that is saying something.,1
@ALPiggott @xrswansea @1MadelineAdams @Pauline98840567 @PaulEDawson @ThinkersMidwife @PhiloPrison @philos_backpack Petition: Fund and require the insulation of all social housing by 2025 https://t.co/YYMi3NdzKJ #InsulateBritain,of course no kids @toryboypierce doesn't care about the future #JeremyVine #insulatebritain,1
"Some say …
If you are a morally superior, hypersensitive, narcissistic Individual uninterested in any opinions other than your own, then join #InsulateBritain or #ExtinctionRebellion https://t.co/cJW7eeanx0","#ExtinctionRebellion -sorry : #InsulateBritain protesters jailed for defying road blockade ban. The judge had no choice, which they clearly knew.  https://t.co/ovlmXtRX79 https://t.co/z4MnFK0Cqw",1
Ours have been on over our fireplace all year - take that #InsulateBritain https://t.co/PKrxehJA52,#InsulateBritain have tried to hold the country to ransome its no different to extreme Islamists bombing the Western world to sway towards their beliefs or indeed the west bombing to sway theirs..#DirectAction is mis guided and I had hoped these cretins would get longer #Jailtime,1
"Well done that judge.. about time too, can he oversee proceedings in Claudia Webbes appeal please #InsulateBritain #claudiawebbe https://t.co/4EoD6pLigz","The cause &amp; the urgency are indisputably critical.
The means of protest, questionable.
However, the jailing of protesters, celebrated by the likes of Farage, is truly an indictment of our misdirected ire &amp; wilful self-sabotage. #InsulateBritain https://t.co/KEGbxt7C5Q",0
Any of the #insulatebritain b3lle3nds been banged up yet? x,"@MarkCranfield_ ""Civil disobedience is the place to be.""  #ExtinctionRebellion #InsulateBritain",0
The only issue with the #InsulateBritain protesters being jailed is that the ring leaders are free to carry on an inspire more.,"#InsulateBritain fanatics always invoke their children's future 

but what if I don't give two hoots about your children's future, or, indeed, that of your as-yet-unborn grandchildren?",1
"I don't celebrate Christmas, this year I will be sending #Christmas  Cards to these Nine Insulate Britain activists who were are jailed at the High Court today, and any others who follow them. #InsulateBritain  https://t.co/D6SZor2ICS","@InsulateLove 🎉🎊I feel the sentences were a little light but at least justice prevailed. Civil proceedings for loss of earnings next I hope 🎉🎊
#InsulateBritain #Justice #FreshMeat",0
"Don’t do this, or you might go to jail.  https://t.co/O5GDVx0jNC

‘Did you do it?’
‘Yes, but I don’t want to go to jail.’ 
🤦🏻‍♂️ #InsulateBritain 

‘Hey Siri; show me an example of idiocy’… 

Win hearts and minds. Don’t glue yourselves to roads and mess up people’s lives 🙄",These mad cunts #InsulateBritain https://t.co/YeyvlQ96ts,1
"Some very true, but sad signs ""Jailing the messenger will not save us!"" #InsulateBritain https://t.co/laiNSS8PFT",#InsulateBritain Emma speaks after trial today ‘Compliance is more important than survival and that’s the sad state of affairs we’re in. And that’s why people like us have to continue fighting and doing what we’re doing and standing by those actions and hoping other will follow.’ https://t.co/XfKNlyFvwR,1
"@DrCaz_1000 A friend caught covid from her sister.
She certainly should not be sent to jail just because you are unhappy about #InsulateBritain thugs being rightly jailed for their reckless criminal behaviour.","@ArchRose90 Don't do the sticking, if you don't want the nicking. #InsulateBritain",1
@rachelmorison @MathisWilliam Stop whinging and #InsulateBritain https://t.co/idUICKXoXW,@MichelleDewbs If your looking for a moron look in the mirror #InsulateBritain,1
‘Public annoyance – the most effective way for protesters to bring attn to their cause – provides states with a convenient way to respond to disruptive protest by reducing democratic freedoms while retaining popular support. It’s a pattern with a long history’ #InsulateBritain https://t.co/8KwM4cGkIx,"What kind of a society do we live in when those at the top steal and lie as they push us closer to environmental collapse with their shameless inaction; but when brave people at the bottom peacefully protest to try to inspire action, they are locked up!?

#InsulateBritain #ActNow https://t.co/tB5uavuC1G",1
"And as for that wingding representing #InsulateBritain who won’t answer a question apart from screeching ‘YOURE NOT ASKING THE RIGHT QUESTIONS!’ Jesus wept… someone get girlfriend a psych assessment quick. She needs help. She really, really does. That is NOT a well woman.",Insulate Britain protesters jailed for defying road blockade ban - I couldn’t be happier. Enjoy the food. I hope they crap themselves every day @InsulateLove #InsulateBritain  https://t.co/pClFJzmptc,1
"I was just reading one of the #InsulateBritain protesters jailed today had her sentence reduced to 3 months when she told the court she suffers from a personality disorder, depression, sciatica and bad eyesight. If this doesn’t stop her gluing herself to the M25, nothing will.","@InsulateLove Sending love to you all, I hope the time passes quickly and keep safe. Thank you for your bravery and selflessness, please know that you do have support and people who greatly appreciate you #ClimateJustice #InsulateBritain",0
"https://t.co/cYEs1LEXOo

Ok, this woman is as desperately pathetic as the Insert Brain protestors now

#rangerovermum #insulatebritain #climatechange.","#tyredofsuvs are definitely my new favourite self indulgent, do more harm than good protest as entertainment super bellend team, move over #InsulateBritain you are so last week.  #XR? Forget it M8.

#COP26Glasgow #Labour #BUMTRON",1
"@SoTCityCouncil imagine if #InsulateBritain #EnvironmentalActivists &amp; just generally pissed off people, who are so pissed at the #corrupt socio-economic system threw paint on hundreds of main roads that act as arterial routes into the city, just imagine if they got that idea in their heads? 😏","One thing you can't do is deny those #InsulateBritain protesters believe in their cause. They took the abuse, and they took those sentences.",0
"Today the UK government made the decision to jail 9 peaceful protestors instead of fulfilling their £9bn UK household insulation pledge. An average of ❄️9,700❄️ people freeze to death in their homes each year. 
#InsulateBritain #RightToProtest #RiseUp 
https://t.co/D3GdKXygu1",@FrankBullitt39 @lennythepen #InsulateBritain  #emmasmart few things worse than a hypocrite but one of them is a self righteous hypocrite. Have fun inside.,0
The state of @UKLabour always on the wrong side #idiots.  #InsulateBritain broke the law #simple https://t.co/xRZf2EIW1S,"This is so deeply worrying. I can't help but wonder how much it played a part in the judge's decision that a) there was an increasingly hostile media &amp; public narrative + b) our government is intent on banning peaceful protest. 
#InsulateBritain https://t.co/V0TPKJPtwQ",0
will #InsulateBritain protest about insulating there cells now there homes away from home #InsulateBritainLoonies @Iromg @DawnNeesom https://t.co/CsS0PmKQJw,"@grantshapps You could just agree it’s sensible and essential to insulate homes and actually start doing it, you doughnut! 

#InsulateBritain https://t.co/4CiwFONsyM",0
"@MikeBond64 Good point.
Making the #InsulateBritain thugs contribute to such work, rather than having them waste even more money from hard-working taxpayers would be better.","@LincsRebellion @XRebellionUK @BorisJohnson @XRMidlands The tories have been wilfully blocking attempts to force house builders to build houses fit for purpose for years &amp; as long as house builders continue to bankroll the #ToryHypocrisy party it will continue.
#InsulateBritain are good people with our interests at heart unlike some..",0
"Here is proud Oliver with his artwork and environmental message of a more sustainable source for electricity, working in unison with nature to provide for us whilst protecting our planet. 
@Tunnelsofhope #CleanerEnergyFuture #ClimateAction #InsulateBritain 

What do you think? https://t.co/9YlYelIu40","Ban the Damp.     

[Thread:1/10]

#13days13ways #cop26 #climateaction #climatecrisis #climatechange #togetherforourplanet #insulate #retrofit #InsulateBritain #ClimateEmergency #COP26Glasgow #BuiltEnvironmentDay #BuiltEnvironment https://t.co/egiUGOxfRK",1
"@_david_ho_ Non-violent resistance is now a moral necessity.
#directaction 
#InsulateBritain 
#Civildisobedience
#ClimateJustice","Alternatively email the horrible soapdodgers and tell them their sentences were far too short…
#InsulateBritain #insulatebritainloonies https://t.co/4LzlK3kOwi",0
Still me 24hrs after #InsulateBritain terrorists were sent to prison 👇 https://t.co/zjmsfvosc2,@pritipatel Go after the easy ones when they SPEAK THE TRUTH! #InsulateBritain are right in saying YOU as the #ToryCriminalsUnfitToGovern need to sort out our housing stock &amp; insulate them to reduce our CO2 emissions. #climatechange is not going away &amp; the #ToryCriminals can’t hide from it!,0
I’ll be talking to @TVKev on @talkRADIO tonight about the #InsulateBritain 9 who have been locked up. I’m going to speak more about the impact on them &amp; their families right now &amp; in the coming months &amp; beyond #prison. I’ll also question if #prison should be used in this way? 🤷🏼 https://t.co/O56k07c2vK,@InsulateLove protestors jailed today and rightly so in my opinion. Protest by all means but within the law.#InsulateBritain,0
"Glue and Protest won’t Insulate British Homes #InsulateBritain
https://t.co/OymyY6Clgf","Sorry for the radio silence all. I had to draw pretty pictures during COP. The summit failed so we must continue. We will be back soon bigger, better and mostly electric though heavy stuff has to go via diesel truck. I mean come battery range is terrible. #InsulateBritain",0
"Love, admiration and respect! 
🌎💚🌎💚🌎💚
Wish our politicians had such strong morals and commitment to protecting others. Instead we see selfishness and sleaze.
#InsulateBritain https://t.co/jWQ9RcVVeh","#InsulateBritain continuing with their mission to make friends.....

Insulate Britain campaigners vow to continue to block roads despite court ban https://t.co/FenPWMnLrt

@InsulateLove @LBC @GBNEWS",0
"#InsulateBritain Emma speaks prior to her imprisonment, ‘Now is the time we need to come together. I stepped up, we all need to step up nonviolent civil disobedience is the only way we’re going to enact change. Be part of that change while you have the chance.’
@InsulateLove https://t.co/hxaY4Xe6cl","@robertpossnett1 @rudeboy_dwight @damiengayle Thank you.
As that quote says, the stupidity of #InsulateBritain has caused much harm.",0
"@InsulateLove get between 3 and 6 months in Prison.

The general population cheer.

But #InsulateBritain still seem delusional that they have a cause worth, by their leaders admission, killing people for.

#EcoTerrorists who deserve more than a few months in prison.","#InsulateBritain Hahahaha, hope your prison van gets stuck in massive traffic jams on your way to pokey!. It will give you a chance to think up an excuse for not showering!!. You will be glued to the floor ok, and doubt if the insulation is up to much!. C U in 22",1
@InsulateLove Any custodial sentence would be totally unjust. And in time would look like an embarrassing error of judgment. #InsulateBritain,"Some say …
The Narcissistic virtue signalling world of Emma not so Smart from #InsulateBritain who blocked road traffic but apparently drove 81,000 miles around the world 🌎 by motor vehicle
#EcoTerrorism #EmmaSmart #carbonfootprint https://t.co/bVIGCHB682",0
"#GMB - What's the man crying for!!!

#InsulateBritain",Grown man crying over #InsulateBritain what a tit! #GMB,1
"You cost Capitalism £1,000,000 so you 9 are going to jail. You get a criminal record for trying to help people particularly the millions who are in fuel poverty. But if you gave Tory government £3,000,000 you would be a Lord?! &amp; make £350 a day for turning up. #InsulateBritain https://t.co/69h648gZml","#InsulateBritain are on the right side of history; the government's injunctions are not 

New blog post by Alice Hardy of our team, instructed with @ogreenhall to challenge injunctions by two climate activists who were not associated with @InsulateLove https://t.co/iOywYxHYd9",1
"At last, some good #ChristmasLockdown news! 🤣 #insulatebritain 
https://t.co/l5qLcQbltj",@murdo_fraser Not so Merry Christmas? No doubt be glued to the telly? #InsulateBritain  @colinbrazierGBN @danwootton,1
"four months in prison for sitting in a road, whilst the government slime their way from sleaze to corruption. 

We are jailing the wrong people 
#insulatebritain #freethenine
#ClimateCrisis https://t.co/UUm652t1v1","@danwootton Dan, allowing that women from '#InsulateBritain to rave on in the manner she did for AS LONG AS SHE DID was ridiculous. Allowing all views to be expressed is what ppl/I appreciate about @GBNEWS but that 'interview' was too much.",0
"‘With these prison terms, the long and honourable tradition of civil disobedience is under attack again’ - our @HJACrimeTeam colleagues on #InsulateBritain protestors sentenced to immediate custody after breaching road obstruction injunction https://t.co/W63RPIyTb8",When was the last time you saw a man on live TV weep for the demise of the planet? @GeorgeMonbiot imploring for understanding that disruption is the last resort to get the climate crisis top of the agenda. Hero 🦸 #modernsuffragettes #InsulateBritain https://t.co/gpjKFVFGxz,0
"The people who wore a #poppy last week and wrote ""we will remember them"" are the same people today cheering the jail of #InsulateBritain protestors. If you do not understand how these things are related, you will never get it.","@Future_Cities The sad fact is that groups like #InsulateBritain will find some way to further enflame their language.
It will do no good for the environment. But their words and actions suggest that is at best a secondary concern for them. Sadly.",0
"Suffragettes &amp; MLK had right on their side. You’ve got dubious Climate Alarmism whilst being useful idiot’s for Globalists, looking to make a killing via plebs Taxes! Scandalous comparison! 🥱😴💤💤 #COP26 #NetZero #Energy #GBNews #InsulateBritain #Suffragettes #MartinLutherKing https://t.co/CaNZuJT2vo",The level of self-importance... Incredible given when you actually put them on the spot they haven't a clue what they're even talking about and just get hysterical.🤦‍♀️ #InsulateBritain https://t.co/Evvr225Trs,1
Comparing #InsulateBritain to the suffragettes 🤦🏼‍♀️ #JeremyVine,"#insulatebritain

They will get a heroes welcome in prisons. Soap slipping incidents could happen though. Some of them look quite desirable.",1
,,
@GBNEWS Will she be gluing her mouth shut in traditional #InsulateBritain fashion?,"The @InsulateLove protest was stupid, and poorly targeted.

Their jail sentences are shameful and wrong.

Both these things are true. 

Sorry if either truth offends you.

#InsulateBritain",1
"#InsulateBritain jail time 😂. Glue yourself to the cell floor, while checking out if prison walls insulated. 👏","@PoliticsForAlI So, they won't be driving home for Christmas then... #InsulateBritain",1
Imprisoning climate activists is climate change denial. #insulatebritain #climateemergency #climatejustice https://t.co/Xy3Xpdckbo,"@GBNEWS The irony is, if #InsulateBritain had targeted the large companies responsible for pollution, or even MPs, rather than innocent motorists, most people would support them.",0
"“Become ‘we’, find your tribe” Rousing call to action by @georgiaes at the @BSRIALtd Briefing - disruptive sustainability - #ExtinctionRebellion #InsulateBritain https://t.co/Mu6uDFRLAQ","@hodgejonesallen @HJACrimeTeam @HJAcivillibs Fantastic news!
The Thug 9 from #InsulateBritain have been given the fair sentences that they deserved for their selfish and reckless actions.",0
"@donoghue_jj Sadly, criminals come from all backgrounds and places.

Rehabilitating such dogmatic thugs is very difficult, but let's hope he uses the time for his prison sentence to reflect on his selfish behaviour and even do some positive good for Bristol on his release.
#InsulateBritain","Policy? #ClimateEmergency !
U have a better idea? Speak up! #ActNow #CopOut2026 @BorisJohnson #InsulateBritain #CancelAnimalAg #ReWild #CEE #CrimesAgainstHumanity ? 🌍🔥 https://t.co/RkObGLmApz",0
"@BenAnde35091840 @SteveBTooze @rachaelvenables @LBC Yet this @InsulateLove ""hero"" is crying over a single night in a (relatively) safe and comfortable UK prison.

Mandala spent 27 years as a black man in a prison in racist South Africa.

#insulatebritain #ExtinctionRebellion activists really are both privileged and pathetic.","We made a video ! On the road with #InsulateBritain as they blocked junctions, annoyed everyone, invited us to late night planning sessions and ultimately faced the high court. Thanks @DamienGayle for agreeing to present it! https://t.co/9RFFlAYCsf",1
